Port_Lincoln	isLocatedIn Australia
Allen_Ginsberg	wasBornIn	Newark,_New_Jersey
Allen_Ginsberg	hasWonPrize	National_Book_Award
Allen_Ginsberg	diedIn	New_York_City
Gympie	isLocatedIn	Australia
Oulu	isLocatedIn	Finland
Antsirabe_II_District	isLocatedIn	Vakinankaratra
Yves_Herbet	isAffiliatedTo	Avenir_Club_Avignonnais
Yves_Herbet	hasGender	male
Yves_Herbet	playsFor	R.S.C._Anderlecht
Gustav_Kirchhoff	isCitizenOf	German_Empire
Gustav_Kirchhoff	worksAt	University_of_Wrocław
Gustav_Kirchhoff	hasGender	male
Gustav_Kirchhoff	graduatedFrom	University_of_Königsberg
Gustav_Kirchhoff	wasBornIn	Königsberg
Gustav_Kirchhoff	hasWonPrize	Rumford_Medal
Gustav_Kirchhoff	diedIn	Berlin
Gustav_Kirchhoff	livesIn	German_Empire
Hugo_Évora	playsFor	Sporting_Clube_Lourinhanense
Hugo_Évora	isAffiliatedTo	Sporting_Clube_de_Portugal_B
Winston_Churchill	graduatedFrom	Royal_Military_Academy_Sandhurst
Winston_Churchill	hasWonPrize	Order_of_Leopold_(Belgium)
Winston_Churchill	livesIn	England
Winston_Churchill	hasGender	male
Winston_Churchill	hasChild	Anthony_Eden
Winston_Churchill	diedIn	London
Winston_Churchill	isAffiliatedTo	Liberal_Party_(UK)
Mount_Gambier,_South_Australia	isLocatedIn	South_Australia
Phil_Marsh	playsFor	Northwich_Victoria_F.C.
Phil_Marsh	isAffiliatedTo	Stalybridge_Celtic_F.C.
Phil_Marsh	hasGender	male
Kingston_(Ontario)	isLocatedIn	Canada
Chadegan_County	isLocatedIn	Iran
HAL_Laboratory	isLocatedIn	Chiyoda,_Tokyo
Mark_Municipality	isLocatedIn	Western_Sweden
Ralf_Keidel	isAffiliatedTo	MSV_Duisburg
Ralf_Keidel	playsFor	FC_Ingolstadt_04_II
Ralf_Keidel	wasBornIn	Würzburg
Ralf_Keidel	hasGender	male
Clifton,_New_Jersey	isLocatedIn	New_Jersey
Ricardo_Montalbán	livesIn	Los_Angeles
Ricardo_Montalbán	hasWonPrize	Emmy_Award
Ricardo_Montalbán	diedIn	Los_Angeles
Ricardo_Montalbán	hasGender	male
Ricardo_Montalbán	created	The_Story_of_Alexander_Graham_Bell
Ricardo_Montalbán	wasBornIn	Mexico_City
Haile_Selassie	hasWonPrize	Order_of_the_Condor_of_the_Andes
Haile_Selassie	playsFor	Yokohama_FC_Hong_Kong
Haile_Selassie	hasGender	male
Haile_Selassie	hasChild	Amha_Selassie
Bachigualato_Federal_International_Airport	isConnectedTo	Tijuana_International_Airport
Bachigualato_Federal_International_Airport	isLocatedIn	Sinaloa
Fidel_Castro	hasGender	male
Fidel_Castro	isPoliticianOf	Cuba
Fidel_Castro	hasWonPrize	Order_of_Prince_Yaroslav_the_Wise
Lakeland,_Florida	isLocatedIn	Florida
Gmina_Michałowo	isLocatedIn	Podlaskie_Voivodeship
Pennington_County,_Minnesota	isLocatedIn	Minnesota
Klippan_Municipality	isLocatedIn	Scania
Stephen_Merchant	hasGender	male
Stephen_Merchant	wasBornIn	Bristol
Stephen_Merchant	hasWonPrize	Writers_Guild_of_America_Award
Stephen_Merchant	influences	Ricky_Gervais
Cambridge,_Maryland	isLocatedIn	Dorchester_County,_Maryland
Rudolf_Peierls	worksAt	University_of_Birmingham
Rudolf_Peierls	hasWonPrize	Royal_Medal
Rudolf_Peierls	graduatedFrom	Ludwig_Maximilian_University_of_Munich
Rudolf_Peierls	hasAcademicAdvisor	Werner_Heisenberg
Rudolf_Peierls	wasBornIn	Berlin
Rudolf_Peierls	diedIn	Oxford
Rudolf_Peierls	hasGender	male
Torres_Vedras	isLocatedIn	Lisbon_District
Mohammad_Reza_Pahlavi	hasWonPrize	Nishan-e-Pakistan
Mohammad_Reza_Pahlavi	wasBornIn	Tehran
Mohammad_Reza_Pahlavi	hasGender	male
Mohammad_Reza_Pahlavi	diedIn	Cairo
Miguel_Ángel_Carrilero	playsFor	Rayo_Vallecano
Miguel_Ángel_Carrilero	isAffiliatedTo	UD_Almería
Miguel_Ángel_Carrilero	wasBornIn	Madrid
Taguig	isLocatedIn	Philippines
Reba_McEntire	hasWonPrize	Grammy_Award
Reba_McEntire	hasGender	female
Reba_McEntire	wasBornIn	McAlester,_Oklahoma
Reba_McEntire	hasMusicalRole	wordnet_vocal_music_107282006
Marche	isLocatedIn	Italy
Fabiano_Pereira	isAffiliatedTo	Clube_Atlético_Mineiro
Fabiano_Pereira	playsFor	Club_Necaxa
Fabiano_Pereira	hasGender	male
Hugo_Viana	playsFor	Sporting_Clube_de_Portugal
Hugo_Viana	isAffiliatedTo	Valencia_CF
Hugo_Viana	hasGender	male
Los_Altos,_California	isLocatedIn	Santa_Clara_County,_California
Darren_Caskey	isAffiliatedTo	Halesowen_Town_F.C.
Darren_Caskey	playsFor	Bath_City_F.C.
Darren_Caskey	hasGender	male
Darren_Caskey	wasBornIn	Basildon
Bilaspur_district,_Chhattisgarh	isLocatedIn	India
Gao_(region)	isLocatedIn	Mali
Sorin_Ghionea	playsFor	Romania_national_football_team
Sorin_Ghionea	isAffiliatedTo	CS_Concordia_Chiajna
Sorin_Ghionea	wasBornIn	Galați
Sorin_Ghionea	hasGender	male
Michael_Valkanis	playsFor	Adelaide_City_FC
Michael_Valkanis	isAffiliatedTo	Adelaide_United_FC
Michael_Valkanis	hasGender	male
Michael_Valkanis	wasBornIn	Melbourne
Steve_Marriott	hasGender	male
Steve_Marriott	hasMusicalRole	wordnet_drum_103249569
Steve_Marriott	wasBornIn	London
Abdus_Salam	hasGender	male
Abdus_Salam	hasWonPrize	Royal_Medal
Abdus_Salam	worksAt	University_of_Cambridge
Abdus_Salam	isCitizenOf	India
Abdus_Salam	graduatedFrom	Government_College_University,_Lahore
Abdus_Salam	diedIn	Oxford
Urvashi_(actress)	hasGender	female
Urvashi_(actress)	isMarriedTo	Manoj_K._Jayan
Urvashi_(actress)	hasWonPrize	Tamil_Nadu_State_Film_Awards
Ross_Flitney	playsFor	Yeading_F.C.
Ross_Flitney	hasGender	male
Ross_Flitney	isAffiliatedTo	Fulham_F.C.
Leo_Sayer	hasMusicalRole	wordnet_harmonica_103494278
Leo_Sayer	hasGender	male
Leo_Sayer	hasWonPrize	Grammy_Award
Điện_Biên_Province	isLocatedIn	Vietnam
India	imports	wordnet_petroleum_114980579
India	participatedIn	Insurgency_in_Northeast_India
India	dealsWith	Singapore
India	exports	wordnet_chemical_114806838
India	hasNeighbor	China
India	hasCapital	New_Delhi
India	isLocatedIn	Bardhaman_district
Olesno_County	isLocatedIn	Opole_Voivodeship
Krisztián_Lisztes	isAffiliatedTo	HNK_Hajduk_Split
Krisztián_Lisztes	playsFor	Paksi_SE
Krisztián_Lisztes	wasBornIn	Budapest
Libya	dealsWith	United_States
Libya	hasNeighbor	Sudan
Libya	imports	wordnet_food_100021265
Libya	participatedIn	Nicaraguan_Revolution
Libya	hasOfficialLanguage	Arabic_language
Libya	exports	wordnet_petroleum_114980579
Dera_Ismail_Khan_District	isLocatedIn	Khyber_Pakhtunkhwa
David_Foster_Wallace	diedIn	Claremont,_California
David_Foster_Wallace	influences	Gary_Forrester
Jacques_Chirac	hasWonPrize	Order_of_the_Three_Stars
Jacques_Chirac	hasGender	male
Jacques_Chirac	hasChild	Alain_Juppé
Jacques_Chirac	isAffiliatedTo	Union_of_Democrats_for_the_Republic
Jacques_Chirac	wasBornIn	Paris
Jacques_Chirac	graduatedFrom	École_nationale_d'administration
Jacques_Chirac	isPoliticianOf	France
Maurizio_Ganz	playsFor	Inter_Milan
Maurizio_Ganz	isAffiliatedTo	A.C._Milan
Maurizio_Ganz	hasGender	male
F.K._Vojvodina	isLocatedIn	Novi_Sad
Peabody,_Massachusetts	isLocatedIn	Massachusetts
Matthew_Modine	hasGender	male
Matthew_Modine	hasWonPrize	Volpi_Cup
Matthew_Modine	wasBornIn	Loma_Linda,_California
Niko_Kovač	isAffiliatedTo	FC_Red_Bull_Salzburg
Niko_Kovač	playsFor	Croatia_national_football_team
Niko_Kovač	wasBornIn	West_Berlin
Niko_Kovač	hasGender	male
Rijat_Shala	isAffiliatedTo	KF_Teuta_Durrës
Rijat_Shala	playsFor	FC_Lugano
Rijat_Shala	wasBornIn	Prizren
Rijat_Shala	hasGender	male
University_of_Calgary	isLocatedIn	Canada
Mozambique	hasNeighbor	Tanzania
Mozambique	imports	wordnet_chemical_114806838
Mozambique	hasCapital	Maputo
Mozambique	dealsWith	Portugal
Mozambique	isLocatedIn	Africa
Mozambique	exports	wordnet_cotton_114870078
Wschowa_County	isLocatedIn	Lubusz_Voivodeship
Sabyasachi_Chakrabarty	graduatedFrom	University_of_Delhi
Sabyasachi_Chakrabarty	hasWonPrize	Kalakar_Awards
Sabyasachi_Chakrabarty	wasBornIn	Kolkata
Mohammad_Parvin	isAffiliatedTo	Saipa_F.C.
Mohammad_Parvin	hasGender	male
Mohammad_Parvin	wasBornIn	Tehran
Mohammad_Parvin	playsFor	Persepolis_F.C.
Botafogo_F.R.	isLocatedIn	Rio_de_Janeiro
Diego_Aguirre	isAffiliatedTo	Associação_Portuguesa_de_Desportos
Diego_Aguirre	playsFor	Peñarol
Diego_Aguirre	hasGender	male
Diego_Aguirre	wasBornIn	Montevideo
Paraguayan_War	happenedIn	Uruguay
Paraguayan_War	isLocatedIn	South_America
Institutional_Revolutionary_Party	isLocatedIn	Mexico_City
Scott_Glenn	actedIn	Apocalypse_Now
Scott_Glenn	wasBornIn	Pittsburgh
Scott_Glenn	hasGender	male
FC_Locarno	isLocatedIn	Locarno
Paraná,_Entre_Ríos	isLocatedIn	Entre_Ríos_Province
Dijon	isLocatedIn	Burgundy
French_First_Republic	participatedIn	Siege_of_Mainz_(1793)
French_First_Republic	hasOfficialLanguage	French_language
French_First_Republic	hasCapital	Paris
French_First_Republic	isLocatedIn	Western_Europe
Alessandro_Potenza	playsFor	Parma_F.C.
Alessandro_Potenza	isAffiliatedTo	Italy_national_under-20_football_team
Alessandro_Potenza	hasGender	male
Olt_County	isLocatedIn	Wallachia
Olt_County	hasCapital	Slatina,_Romania
Sergei_Mošnikov	isAffiliatedTo	SC_Heerenveen
Sergei_Mošnikov	playsFor	FC_Flora_II_Tallinn
Sergei_Mošnikov	wasBornIn	Pärnu
Ernest_Gold_(composer)	wasBornIn	Vienna
Ernest_Gold_(composer)	wroteMusicFor	It's_a_Mad,_Mad,_Mad,_Mad_World
Ernest_Gold_(composer)	hasWonPrize	Grammy_Award
Ernest_Gold_(composer)	hasGender	male
Samsunspor	isLocatedIn	Samsun
David_Kemp_(footballer)	isAffiliatedTo	Gillingham_F.C.
David_Kemp_(footballer)	playsFor	Seattle_Sounders_(1974–83)
David_Kemp_(footballer)	hasGender	male
Lesser_Antilles	isLocatedIn	Saint_Lucia
Rochester,_New_Hampshire	isLocatedIn	Strafford_County,_New_Hampshire
Ben_Lee	wasBornIn	Sydney
Ben_Lee	hasMusicalRole	wordnet_piano_103928116
Ben_Lee	hasWonPrize	ARIA_Music_Awards
University_of_Minnesota	isLocatedIn	Saint_Paul,_Minnesota
Manuel_Mijares	wasBornIn	Mexico_City
Manuel_Mijares	hasGender	male
Idanha-a-Nova_Municipality	isLocatedIn	Castelo_Branco_District
Honolulu_County,_Hawaii	isLocatedIn	United_States
Hidetoshi_Nakata	isAffiliatedTo	Japan_national_under-17_football_team
Hidetoshi_Nakata	playsFor	Bologna_F.C._1909
Hidetoshi_Nakata	hasGender	male
Hidetoshi_Nakata	hasWonPrize	Asian_Footballer_of_the_Year
Hidetoshi_Nakata	wasBornIn	Kōfu,_Yamanashi
Setagaya,_Tokyo	isLocatedIn	Honshu
Simurq_PIK	owns	Azerbaijan
Ronald_Fisher	influences	Richard_Dawkins
Ronald_Fisher	worksAt	University_of_Adelaide
Ronald_Fisher	hasWonPrize	Royal_Medal
Ronald_Fisher	wasBornIn	London
Ronald_Fisher	livesIn	Australia
Ronald_Fisher	graduatedFrom	University_of_Cambridge
Ronald_Fisher	hasGender	male
Northwest_Territories	hasOfficialLanguage	French_language
Northwest_Territories	isLocatedIn	Yellowknife
Dai_Ward	isAffiliatedTo	Cambridge_United_F.C.
Dai_Ward	playsFor	Wales_national_football_team
Dai_Ward	hasGender	male
Dai_Ward	wasBornIn	Barry,_Vale_of_Glamorgan
Heraklion_International_Airport	isConnectedTo	Luton_Airport
Heraklion_International_Airport	isLocatedIn	Heraklion
Peter_Beagrie	playsFor	Scunthorpe_United_F.C.
Peter_Beagrie	isAffiliatedTo	Wigan_Athletic_F.C.
Peter_Beagrie	hasGender	male
Peter_Beagrie	wasBornIn	Middlesbrough
Ozéia_de_Paula_Maciel	hasGender	male
Ozéia_de_Paula_Maciel	playsFor	Al-Hilal_FC
Ozéia_de_Paula_Maciel	isAffiliatedTo	Rio_Branco_Esporte_Clube
Fábio_Marcelo_de_Oliveira	wasBornIn	Rio_de_Janeiro
Fábio_Marcelo_de_Oliveira	playsFor	Madureira_Esporte_Clube
Fábio_Marcelo_de_Oliveira	isAffiliatedTo	Fortaleza_Esporte_Clube
Honduras	imports	wordnet_foodstuff_107566340
Honduras	hasNeighbor	Nicaragua
Honduras	isLocatedIn	North_America
Honduras	participatedIn	Nicaraguan_Revolution
Honduras	exports	wordnet_coffee_bean_107929351
Honduras	dealsWith	El_Salvador
Honduras	hasOfficialLanguage	Spanish_language
Hyères	isLocatedIn	France
John_Oster	isAffiliatedTo	Gateshead_F.C.
John_Oster	playsFor	Crystal_Palace_F.C.
John_Oster	hasGender	male
John_Oster	wasBornIn	Boston,_Lincolnshire
Ernst_Kummer	hasAcademicAdvisor	Lazarus_Fuchs
Ernst_Kummer	worksAt	Humboldt_University
Ernst_Kummer	isCitizenOf	Prussia
Ernst_Kummer	diedIn	Berlin
Ernst_Kummer	livesIn	Germany
Ernst_Kummer	hasGender	male
Ernst_Kummer	graduatedFrom	Martin_Luther_University_of_Halle-Wittenberg
Marcelo_de_Faria	playsFor	Paykan_F.C.
Marcelo_de_Faria	wasBornIn	Curitiba
Marcelo_de_Faria	isAffiliatedTo	San_Luis_F.C.
Marcelo_de_Faria	hasGender	male
Voltaire	influences	Friedrich_Nietzsche
Voltaire	wasBornIn	Paris
Mark_Tyler_(footballer)	isAffiliatedTo	Hull_City_A.F.C.
Mark_Tyler_(footballer)	playsFor	Norwich_City_F.C.
Mark_Tyler_(footballer)	hasGender	male
Mark_Tyler_(footballer)	wasBornIn	Norwich
FC_Argeș_Pitești	isLocatedIn	Pitești
Metropolitan_Borough_of_Barnsley	isLocatedIn	South_Yorkshire
Alexander_R._Todd,_Baron_Todd	graduatedFrom	Goethe_University_Frankfurt
Alexander_R._Todd,_Baron_Todd	worksAt	University_of_Manchester
Alexander_R._Todd,_Baron_Todd	hasWonPrize	Lomonosov_Gold_Medal
Alexander_R._Todd,_Baron_Todd	hasAcademicAdvisor	Robert_Robinson_(organic_chemist)
Alexander_R._Todd,_Baron_Todd	hasGender	male
Alexander_R._Todd,_Baron_Todd	isCitizenOf	United_Kingdom
Heerhugowaard	isLocatedIn	Netherlands
Sean_Friars	isAffiliatedTo	Ipswich_Town_F.C.
Sean_Friars	playsFor	Northern_Ireland_national_under-21_football_team
Sean_Friars	hasGender	male
Sean_Friars	wasBornIn	Derry
John_McCain	hasWonPrize	Silver_Star
John_McCain	livesIn	Arizona
John_McCain	graduatedFrom	United_States_Naval_Academy
John_McCain	isCitizenOf	United_States
John_McCain	isAffiliatedTo	Republican_Party_(United_States)
John_McCain	hasGender	male
Gmina_Nowy_Żmigród	isLocatedIn	Podkarpackie_Voivodeship
Drogheda	isLocatedIn	County_Meath
Henry_MacRae	hasGender	male
Alexander_Herzen	influences	Peter_Kropotkin
Alexander_Herzen	isCitizenOf	Switzerland
Alexander_Herzen	graduatedFrom	Moscow_State_University
Alexander_Herzen	diedIn	Paris
Alexander_Herzen	wasBornIn	Moscow
Alexander_Herzen	isInterestedIn	Russia
Alexander_Herzen	hasGender	male
Allerdale	isLocatedIn	Cumbria
Martin_Kovachev	isAffiliatedTo	FC_Dunav_Ruse
Martin_Kovachev	playsFor	POFC_Botev_Vratsa
Martin_Kovachev	hasGender	male
Gerald_Ford	hasWonPrize	American_Campaign_Medal
Gerald_Ford	hasChild	Jimmy_Carter
Gerald_Ford	isPoliticianOf	United_States
Gerald_Ford	wasBornIn	Omaha,_Nebraska
Gerald_Ford	hasGender	male
Gerald_Ford	graduatedFrom	University_of_Michigan
Gerald_Ford	livesIn	Grand_Rapids
Gerald_Ford	diedIn	Rancho_Mirage,_California
Korçë_County	isLocatedIn	Albania
Newcastle,_New_South_Wales	isLocatedIn	Australia
Gmina_Kozienice	isLocatedIn	Kozienice_County
Bradley_Orr	playsFor	Newcastle_United_F.C.
Bradley_Orr	isAffiliatedTo	Ipswich_Town_F.C.
Bradley_Orr	hasGender	male
Bradley_Orr	wasBornIn	Liverpool
Conakry	isLocatedIn	Africa
Antoni_Piechniczek	isAffiliatedTo	Górnik_Zabrze
Antoni_Piechniczek	playsFor	Ruch_Chorzów
Antoni_Piechniczek	wasBornIn	Chorzów
Antoni_Piechniczek	hasGender	male
Henry_Hazlitt	influences	Milton_Friedman
Henry_Hazlitt	wasBornIn	Philadelphia
Henry_Hazlitt	hasGender	male
Gerardo_Bedoya	hasGender	male
Gerardo_Bedoya	isAffiliatedTo	Envigado_F.C.
Gerardo_Bedoya	playsFor	Deportivo_Cali
Russia	hasNeighbor	Lithuania
Russia	dealsWith	Soviet_Union
Russia	participatedIn	Operation_Active_Endeavour
Russia	owns	Ulan-Ude_Airport
Russia	hasCapital	Moscow
Russia	hasOfficialLanguage	Russian_language
Russia	isLocatedIn	Asia
Russia	imports	wordnet_machinery_103701640
Elliott_Smith	hasGender	male
Elliott_Smith	hasMusicalRole	wordnet_bass_guitar_102804123
Elliott_Smith	wasBornIn	Omaha
Elliott_Smith	diedIn	Los_Angeles
Salvatore_Fresi	playsFor	S.S.C._Napoli
Salvatore_Fresi	hasGender	male
Salvatore_Fresi	isAffiliatedTo	Calcio_Catania
Brossard	isLocatedIn	Quebec
Gaetano_Caridi	isAffiliatedTo	F.C._Pro_Vercelli_1892
Gaetano_Caridi	wasBornIn	Reggio_Calabria
Gaetano_Caridi	hasGender	male
Gaetano_Caridi	playsFor	A.S._Avellino_1912
Créteil	isLocatedIn	Île-de-France
John_Shanks	hasGender	male
CSK_VVS_Samara	isLocatedIn	Samara,_Russia
Leena_Chandavarkar	isMarriedTo	Kishore_Kumar
Leena_Chandavarkar	hasGender	female
Charlie_Chaplin	influences	Roberto_Benigni
Charlie_Chaplin	isMarriedTo	Paulette_Goddard
Charlie_Chaplin	hasWonPrize	Erasmus_Prize
Charlie_Chaplin	diedIn	Vevey
Charlie_Chaplin	hasGender	male
Charlie_Chaplin	wasBornIn	London
Charlie_Chaplin	hasChild	Geraldine_Chaplin
Jefferson_County,_Alabama	isLocatedIn	Alabama
Gus_Uhlenbeek	playsFor	FC_Oss
Gus_Uhlenbeek	isAffiliatedTo	Ipswich_Town_F.C.
Gus_Uhlenbeek	wasBornIn	Paramaribo
Gus_Uhlenbeek	hasGender	male
Paraná	isLocatedIn	Brazil
Belize	hasCapital	Belize_City
Belize	isLocatedIn	Central_America
Belize	dealsWith	Costa_Rica
Belize	imports	wordnet_chemical_114806838
Belize	hasNeighbor	Guatemala
Belize	hasOfficialLanguage	English_language
Belize	exports	wordnet_petroleum_114980579
Anderson_Santana_dos_Santos	playsFor	FC_Terek_Grozny
Anderson_Santana_dos_Santos	hasGender	male
Anderson_Santana_dos_Santos	isAffiliatedTo	FC_Terek_Grozny
Gmina_Wysoka	isLocatedIn	Piła_County
Shaanxi	hasCapital	Xian
Waycross,_Georgia	isLocatedIn	United_States
BK_Ventspils	isLocatedIn	Latvia
Siedlce	isLocatedIn	Gmina_Siedlce
Irvington,_New_Jersey	isLocatedIn	United_States
Clint_Black	hasGender	male
Clint_Black	hasMusicalRole	wordnet_harmonica_103494278
Paro_Airport	isConnectedTo	Shahjalal_International_Airport
Błażej_Radler	hasGender	male
Błażej_Radler	isAffiliatedTo	Chojniczanka_Chojnice
Błażej_Radler	playsFor	A.F.C._Tubize
Iván_Campo	playsFor	RCD_Mallorca
Iván_Campo	isAffiliatedTo	Real_Madrid_C.F.
Iván_Campo	hasGender	male
Germán_Denis	playsFor	Los_Andes_de_Lomas_de_Zamora
Germán_Denis	isAffiliatedTo	S.S.C._Napoli
Germán_Denis	hasGender	male
Ivan_Bošnjak	playsFor	Persija_Jakarta
Ivan_Bošnjak	isAffiliatedTo	HNK_Hajduk_Split
Ivan_Bošnjak	wasBornIn	Vinkovci
Ivan_Bošnjak	hasGender	male
H._Rider_Haggard	influences	Edgar_Rice_Burroughs
H._Rider_Haggard	hasGender	male
John_Adams	graduatedFrom	Harvard_College
John_Adams	isAffiliatedTo	Federalist_Party
John_Adams	isPoliticianOf	United_States
John_Adams	hasChild	Thomas_Jefferson
John_Adams	wasBornIn	Braintree,_Massachusetts
John_Adams	hasGender	male
John_Adams	diedIn	Quincy,_Massachusetts
Damon_Searle	isAffiliatedTo	Carlisle_United_F.C.
Damon_Searle	playsFor	Carlisle_United_F.C.
Damon_Searle	hasGender	male
Damon_Searle	wasBornIn	Cardiff
Vivek_Oberoi	hasGender	male
Vivek_Oberoi	hasWonPrize	Filmfare_Awards
Netretić	isLocatedIn	Karlovac_County
Słubice_County	isLocatedIn	Lubusz_Voivodeship
Jean_Fuller	isLeaderOf	Tehachapi,_California
Jean_Fuller	isAffiliatedTo	Republican_Party_(United_States)
Jean_Fuller	livesIn	California
Jean_Fuller	hasGender	female
Jean_Fuller	graduatedFrom	California_State_University,_Los_Angeles
Jean_Fuller	wasBornIn	Bakersfield,_California
James_McCrae_(footballer)	playsFor	Watford_F.C.
James_McCrae_(footballer)	hasGender	male
James_McCrae_(footballer)	isAffiliatedTo	Rangers_F.C.
Samer_Saeed	hasGender	male
Samer_Saeed	isAffiliatedTo	Al-Sailiya_SC
Samer_Saeed	playsFor	Al-Quwa_Al-Jawiya
Samer_Saeed	wasBornIn	Hillah
Peter_Ustinov	hasGender	male
Peter_Ustinov	hasWonPrize	Order_of_Merit_of_the_Federal_Republic_of_Germany
Peter_Ustinov	wasBornIn	London
Algeria	imports	wordnet_foodstuff_107566340
Algeria	dealsWith	France
Algeria	participatedIn	Namibian_War_of_Independence
Algeria	hasNeighbor	Libya
Algeria	hasOfficialLanguage	Arabic_language
Algeria	hasCapital	Algiers
Algeria	isLocatedIn	Africa
Levan_Korgalidze	isAffiliatedTo	FC_Metalurgi_Rustavi
Levan_Korgalidze	playsFor	FC_Zimbru_Chișinău
Levan_Korgalidze	hasGender	male
Levan_Korgalidze	wasBornIn	Tbilisi
Hilton_Head_Island,_South_Carolina	isLocatedIn	Atlantic_Ocean
Jefferson_County,_Indiana	isLocatedIn	Indiana
B._W._Powe	hasGender	male
Stretford	isLocatedIn	North_West_England
Little_Rock,_Arkansas	isLocatedIn	Pulaski_County,_Arkansas
Sean_Penn	hasWonPrize	Golden_Globe_Award
Sean_Penn	isMarriedTo	Robin_Wright
Sean_Penn	hasGender	male
Sean_Penn	isAffiliatedTo	Democratic_Party_(United_States)
Sean_Penn	actedIn	The_Thin_Red_Line_(1998_film)
Sean_Penn	wasBornIn	Santa_Monica
Burke_County,_North_Dakota	isLocatedIn	North_Dakota
Ogulin	isLocatedIn	Croatia
Jonas_Salley	isAffiliatedTo	Sydney_FC
Jonas_Salley	playsFor	South_Melbourne_FC
Jonas_Salley	hasGender	male
Jaime_Riveros	isAffiliatedTo	Chile_national_football_team
Jaime_Riveros	playsFor	O'Higgins_F.C.
Jaime_Riveros	hasGender	male
Robert_Altman	hasWonPrize	Golden_Globe_Award
Robert_Altman	directed	Gosford_Park
Robert_Altman	hasGender	male
Robert_Altman	diedIn	West_Hollywood,_California
Robert_Altman	created	Prêt-à-Porter_(film)
Robert_Altman	influences	Jonathan_Lethem
Robert_Altman	wasBornIn	Kansas_City,_Missouri
Leksands_IF	isLocatedIn	Sweden
Uzbekistan	dealsWith	Turkey
Uzbekistan	exports	wordnet_gold_113371760
Uzbekistan	hasCapital	Tashkent
Uzbekistan	imports	wordnet_foodstuff_107566340
Uzbekistan	participatedIn	Operation_Enduring_Freedom_–_Horn_of_Africa
Uzbekistan	hasNeighbor	Afghanistan
John_Lodge_(musician)	hasGender	male
John_Lodge_(musician)	hasMusicalRole	wordnet_guitar_103467517
John_Lodge_(musician)	hasWonPrize	Ivor_Novello_Awards
Lara,_Venezuela	isLocatedIn	Venezuela
Florent_Sinama_Pongolle	playsFor	AS_Saint-Étienne
Florent_Sinama_Pongolle	hasGender	male
Florent_Sinama_Pongolle	isAffiliatedTo	Le_Havre_A.C.
Florent_Sinama_Pongolle	wasBornIn	Saint-Pierre,_Réunion
Tim_Robbins	actedIn	Prêt-à-Porter_(film)
Tim_Robbins	wasBornIn	West_Covina,_California
Tim_Robbins	hasWonPrize	Golden_Globe_Award
Tim_Robbins	hasGender	male
Midnight_Oil	hasWonPrize	ARIA_Music_Awards
Kurt_Vonnegut	hasGender	male
Kurt_Vonnegut	isCitizenOf	United_States
Kurt_Vonnegut	influences	Haruki_Murakami
Kurt_Vonnegut	diedIn	New_York_City
Kurt_Vonnegut	hasWonPrize	Bronze_Star_Medal
Kurt_Vonnegut	graduatedFrom	University_of_Chicago
Alice_Springs	isLocatedIn	Darwin,_Northern_Territory
Ânderson_Miguel_da_Silva	playsFor	Associação_Desportiva_Confiança
Ânderson_Miguel_da_Silva	isAffiliatedTo	Cruzeiro_Esporte_Clube
Ânderson_Miguel_da_Silva	wasBornIn	São_Paulo
Ânderson_Miguel_da_Silva	hasGender	male
George_S._Patton	hasWonPrize	Order_of_Ouissam_Alaouite
George_S._Patton	hasGender	male
Berwyn,_Illinois	isLocatedIn	Illinois
Portland_Pirates	isLocatedIn	Maine
Switzerland	imports	wordnet_chemical_114806838
Switzerland	isLocatedIn	Europe
Switzerland	hasNeighbor	Liechtenstein
Switzerland	dealsWith	Holy_Roman_Empire
Switzerland	participatedIn	War_in_Afghanistan_(2001–present)
Switzerland	owns	European_Space_Agency
Switzerland	hasCapital	Lausanne
Switzerland	hasOfficialLanguage	German_language
Ariel_Carreño	playsFor	La_Equidad
Ariel_Carreño	isAffiliatedTo	Tiro_Federal
